name	vaccine_id	vaccine_proper_name	trade_name
sheep vaccine	VO_0001476		
salmoninae vaccine	VO_0001477		
turkey vaccine	VO_0001478		
vaccine target specification	VO_0001479		
African horse sickness virus vaccine	VO_0001480		
Pigeonpox virus vaccine	VO_0001481		
bovine herpesvirus 1 vaccine	VO_0001482		
Borna disease virus vaccine	VO_0001483		
Caprine herpesvirus 1 vaccine	VO_0001484		
USA licensed vaccine	VO_0001485		
Equid herpesvirus 1 vaccine	VO_0001486		
Feline herpesvirus 1 vaccine	VO_0001487		
Gallid herpesvirus 1 vaccine	VO_0001488		
canine adenovirus type 1  vaccine	VO_0001489		
canine adenovirus Type 2 vaccine	VO_0001490		
Bovine papillomavirus vaccine	VO_0001491		
avian polyomavirus vaccine	VO_0001492		
Mink enteritis virus vaccine	VO_0001493		
Porcine parvovirus vaccine	VO_0001494		
Porcine rotavirus vaccine	VO_0001495		
Equine rotavirus vaccine	VO_0001496		
infectious bursal disease virus vaccine	VO_0001497		
Eastern Equine Encephalitis Virus vaccine	VO_0001498		
VEE Virus vaccine	VO_0001499		
Equine arteritis virus vaccine	VO_0001500		
Bovine viral diarrhea virus 1 vaccine	VO_0001501		
Infectious Bronchitis Virus vaccine	VO_0001502		
bovine coronavirus vaccine	VO_0001503		
Feline infectious peritonitis virus vaccine	VO_0001504		
Transmissible gastroenteritis virus vaccine	VO_0001505		
Bovine Parainfluenza 3 Virus vaccine	VO_0001506		
Bovine Respiratory Syncytial Virus vaccine	VO_0001507		
Feline immunodeficiency virus vaccine	VO_0001508		
Feline calicivirus vaccine	VO_0001509		
chicken anemia virus vaccine	VO_0001510		
Porcine respiratory and reproductive syndrome virus  vaccine	VO_0001511		
Riemerella anatipestifer vaccine	VO_0001512		
avian reovirus vaccine	VO_0001513		
avian pneumovirus vaccine	VO_0001514		
Bluetongue virus vaccine	VO_0001515		
Turkey hemorrhagic enteritis virus vaccine	VO_0001516		
Canarypox virus vaccine	VO_0001517		
Psittacid herpesvirus 1 vaccine	VO_0001518		
Mycobacterium bovis vaccine	VO_0001519		
Infectious salmon anemia virus vaccine	VO_0001520		
Edwardsiella ictaluri vaccine	VO_0001521		
avian encephalomyelitis virus vaccine	VO_0001522		
Mannheimia haemolytica vaccine	VO_0001523		
porcine circovirus 2 vaccine	VO_0001524		
Duck enteritis virus vaccine	VO_0001525		
canine parainfluenza virus vaccine	VO_0001526		
avian paramyxovirus vaccine	VO_0001527		
Duck hepatitis virus 1 vaccine	VO_0001528		
Canary Pox Modified Live Virus Vaccine (USDA: 1623.10)	VO_0001530		
Pigeon Pox Live Virus Vaccine (USDA: 1881.14)	VO_0001533		
Quail Pox Live Virus Vaccine (USDA: 18E1.10)	VO_0001534		
Fox Encephalitis Killed Virus Vaccine (USDA: 1635.20)	VO_0001535		
Mink Distemper Modified Live Virus Vaccine (USDA: 1451.00)	VO_0001536		
Mink Distemper Modified Live Virus Vaccine (USDA: 1451.01)	VO_0001537		
Mink Distemper Modified Live Virus Vaccine (USDA: 1451.20)	VO_0001538		
Mink Enteritis Vaccine	VO_0001539		
Feline calicivirus Killed Virus Vaccine (USDA: 15C5.21)	VO_0001540		
Feline calicivirus Modified Live Virus Vaccine (USDA: 15C1.22)	VO_0001541		
Feline immunodeficiency virus Killed Virus Vaccine (USDA: 15A5.21)	VO_0001542		
Feline immunodeficiency virus Killed Virus Vaccine (USDA: 15A5.23)	VO_0001543		
Feline Infectious Peritonitis Modified Live Virus Vaccine (USDA: 15A1.20)	VO_0001544		
Feline Leukemia Killed Virus Vaccine (USDA: 1555.20)	VO_0001545		
Feline Leukemia Killed Virus Vaccine (USDA: 1555.21)	VO_0001546		
Feline Leukemia Killed Virus Vaccine (USDA: 1555.22)	VO_0001547		
Feline Leukemia Killed Virus Vaccine (USDA: 1555.R1)	VO_0001548		
Feline Leukemia Live Canarypox Vector Vaccine (USDA: 1555.R3)	VO_0001549		
Feline Panleukopenia Killed Virus Vaccine (USDA: 1565.20)	VO_0001550		
Feline Panleukopenia Modified Live Virus Vaccine (USDA: 1561.00)	VO_0001551		
Feline Panleukopenia Modified Live Virus Vaccine (USDA: 1561.21)	VO_0001553		
Feline Panleukopenia Modified Live Virus Vaccine (USDA: 1561.23)	VO_0001554		
Feline Rhinotracheitis Modified Live Virus Vaccine (USDA: 16A1.22)	VO_0001555		
Edwardsiella ictaluri Avirulent Live Culture Vaccine (USDA: 1531.00)	VO_0001556		
Anthrax Spore live culture Vaccine (USDA: 1011.00)	VO_0001557		
Bovine Respiratory Syncytial Virus Killed Virus Vaccine (USDA: 1095.21)	VO_0001559		
Bovine Rhinotracheitis Killed Virus Vaccine (USDA: 1105.20)	VO_0001561		
Bovine Rhinotracheitis Modified Live Virus Vaccine (USDA: 1101.21)	VO_0001564		
Bovine Rhinotracheitis Modified Live Virus Vaccine (USDA: 1101.22)	VO_0001565		
Bovine Rhinotracheitis Modified Live Virus Vaccine (USDA: 1101.B0)	VO_0001566		
Bovine Virus Diarrhea Killed Virus Vaccine (USDA: 1205.00)	VO_0001567		
Bovine Virus Diarrhea Killed Virus Vaccine (USDA: 1205.22)	VO_0001570		
Bovine Virus Diarrhea Killed Virus Vaccine (USDA: 1205.25)	VO_0001571		
Bovine Virus Diarrhea Modified Live Virus Vaccine (USDA: 1201.22)	VO_0001574		
Brucella Abortus Strain 19, Live Culture Vaccine (USDA: 1251.01)	VO_0001575		
Brucella Abortus Strain 19, Live Culture, Reduced Dose Vaccine (USDA: 1251.02)	VO_0001576		
Brucella Abortus Strain RB-51, Live Culture Vaccine (USDA: 1261.00)	VO_0001577		
Parainfluenza 3 Modified Live Virus Vaccine (USDA: 1841.00)	VO_0001578		
Parainfluenza 3 Modified Live Virus Vaccine (USDA: 1841.20)	VO_0001579		
Salmonella Dublin Live Culture Vaccine (USDA: 19D1.R0)	VO_0001582		
Trichomonas Foetus Killed Protozoa Vaccine (USDA: 1859.00)	VO_0001583		
Avian Encephalomyelitis Killed Virus Vaccine (USDA: 1015.I0)	VO_0001585		
Avian Encephalomyelitis Live Virus Vaccine (USDA: 1051.12)	VO_0001588		
Avian Influenza  H10N9 Subtype, Killed Virus Vaccine (USDA: 1057.H0)	VO_0001589		
Avian Influenza  H2N2 Subtype, Killed Virus Vaccine (USDA: 1057.H2)	VO_0001590		
Avian Influenza  H4N6 Subtype, Killed Virus Vaccine (USDA: 1057.H4)	VO_0001592		
Avian Influenza  H5N2 Subtype, Killed Virus Vaccine (USDA: 1057.H5)	VO_0001593		
Avian Influenza  H5N9 Subtype, Killed Virus Vaccine (USDA: 1057.14)	VO_0001594		
Avian Influenza  H6N8 Subtype, Killed Virus Vaccine (USDA: 1057.H6)	VO_0001595		
Avian Influenza  H7N2 Subtype, Killed Virus Vaccine (USDA: 10F5.12)	VO_0001596		
Avian Influenza  H7N3 Subtype, Killed Virus Vaccine (USDA: 1057.H7)	VO_0001597		
Avian Influenza  H7N3 Subtype, Killed Virus Vaccine (USDA: 10F5.13)	VO_0001598		
Avian Influenza H5N2 Subtype, Killed Virus Vaccine (USDA: 10F5.10)	VO_0001600		
Avian Influenza H5N3 Subtype, Killed Virus Vaccine (USDA: 1057.R3)	VO_0001601		
Avian Influenza H9N2 Subtype, Killed Virus Vaccine (USDA: 1057.H9)	VO_0001602		
Avian Paramyxovirus Type 1, Killed Virus Vaccine (USDA: 10C5.11)	VO_0001603		
Avian Paramyxovirus Type 3, Killed Virus Vaccine (USDA: 10C5.10)	VO_0001604		
Avian Pneumovirus Modified Live Virus Vaccine (USDA: 1A31.20)	VO_0001605		
Avian Reovirus Killed Virus Vaccine (USDA: 1045.01)	VO_0001607		
Avian Reovirus Killed Virus Vaccine (USDA: 1045.30)	VO_0001609		
Bronchitis Ark Type, Live Virus Vaccine (USDA: 1231.1M)	VO_0001611		
Bronchitis Ark Type, Live Virus Vaccine (USDA: 1231.22)	VO_0001614		
Bronchitis Delaware Type, Modified Live Virus Vaccine (USDA: 1231.1D)	VO_0001616		
Bronchitis Georgia Type, Live Virus Vaccine (USDA: 1231.1L)	VO_0001618		
Bronchitis Mass & Ark Types, Killed Virus Vaccine (USDA: 1235.15)	VO_0001619		
Bronchitis Mass & Conn Types, Live Virus Vaccine (USDA: 1231.1G)	VO_0001622		
Bronchitis Mass & Conn Types, Live Virus Vaccine (USDA:1231.1N)	VO_0001623		
Bronchitis Mass Type, Live Virus Vaccine (USDA: 1231.1A)	VO_0001626		
Bronchitis Mass Type, Live Virus Vaccine (USDA: 1231.1F)	VO_0001627		
Bronchitis Mass Type, Live Virus Vaccine (USDA: 1232.10)	VO_0001628		
Bronchitis Mass Type, Live Virus Vaccine (USDA: 1232.15)	VO_0001629		
Bronchitis Mass Type, Live Virus Vaccine (USDA: 1233.10)	VO_0001630		
Bursal Disease Killed Virus Vaccine (USDA: 1275.00)	VO_0001632		
Bursal Disease Killed Virus Vaccine (USDA: 1275.02)	VO_0001633		
Bursal Disease Killed Virus Vaccine (USDA: 1275.20)	VO_0001634		
Bursal Disease Live Virus Vaccine (USDA: 1271.01)	VO_0001636		
Bursal Disease Live Virus Vaccine (USDA: 1271.02)	VO_0001637		
Bursal Disease Live Virus Vaccine (USDA: 1271.04)	VO_0001638		
Bursal Disease Live Virus Vaccine (USDA: 1271.0A)	VO_0001639		
Bursal Disease Live Virus Vaccine (USDA: 1271.13)	VO_0001643		
Bursal Disease Live Virus Vaccine (USDA: 1271.16)	VO_0001644		
Bursal Disease Live Virus Vaccine (USDA: 1271.17)	VO_0001645		
Bursal Disease Live Virus Vaccine (USDA: 1271.18)	VO_0001646		
Bursal Disease Live Virus Vaccine (USDA: 1271.19)	VO_0001647		
Bursal Disease Live Virus Vaccine (USDA: 1271.40)	VO_0001648		
Bursal Disease Live Virus Vaccine (USDA: 1271.41)	VO_0001649		
Bursal Disease Live Virus Vaccine (USDA: 1272.00)	VO_0001650		
Bursal Disease Modified Live VirusVaccine (USDA: 1271.15)	VO_0001651		
Bursal Disease Standard & Variant, Killed Virus Vaccine (USDA: 12B5.01)	VO_0001652		
Bursal Disease Standard & Variant, Killed Virus Vaccine (USDA: 12B5.4A)	VO_0001655		
Bursal Disease Standard & Variant, Live Virus Vaccine (USDA: 12B1.01)	VO_0001657		
Bursal Disease Variant, Killed Virus Vaccine (USDA: 12A5.00)	VO_0001658		
Bursal Disease Variant, Live Virus Vaccine (USDA: 12L1.00)	VO_0001659		
Chicken Anemia Virus Live Virus Vaccine (USDA: 10A1.00)	VO_0001660		
Chicken Anemia Virus Live Virus Vaccine (USDA: 10A1.01)	VO_0001661		
Chicken Anemia Virus Modified Live Virus Vaccine (USDA: 10A1.10)	VO_0001662		
Coccidiosis Live Oocysts Vaccine (USDA: 1431.50)	VO_0001663		
Coccidiosis Live Oocysts Vaccine (USDA: 1431.56)	VO_0001665		
Coccidiosis Live Oocysts Vaccine (USDA: 1431.57)	VO_0001666		
Coccidiosis Live Oocysts Vaccine (USDA: 1431.5C)	VO_0001669		
Fowl Laryngotracheitis Modified Live Virus Vaccine (USDA: 1601.01)	VO_0001671		
Fowl Laryngotracheitis Modified Live Virus Vaccine (USDA: 1601.02)	VO_0001672		
Fowl Laryngotracheitis Modified Live Virus Vaccine (USDA: 1601.13)	VO_0001674		
Fowl Laryngotracheitis Modified Live Virus Vaccine (USDA: 1601.14)	VO_0001675		
Fowl Laryngotracheitis Modified Live Virus Vaccine (USDA: 1601.15)	VO_0001676		
Fowl Pox Live Virus Vaccine (USDA: 1621.11)	VO_0001679		
Fowl Pox Live Virus Vaccine (USDA: 1621.13)	VO_0001680		
Fowl Pox Live Virus Vaccine (USDA: 1621.14)	VO_0001681		
Fowl Pox Live Virus Vaccine (USDA: 1622.00)	VO_0001682		
Marek's Disease Serotype 1, Live Virus Vaccine (USDA: 16L1.04)	VO_0001684		
Marek's Disease Serotype 1, Live Virus Vaccine (USDA: 16L1.09)	VO_0001685		
Marek's Disease Serotype 3, Live Virus Vaccine (USDA: 1641.06)	VO_0001689		
Marek's Disease Serotype 3, Live Virus Vaccine (USDA: 16L1.06)	VO_0001690		
Marek's Disease Serotypes 1 & 3, Live Herpesvirus Chimera Vaccine (USDA: 1631.R0)	VO_0001692		
Marek's Disease Serotypes 1 & 3, Live Virus Vaccine (USDA: 16G1.02)	VO_0001693		
Marek's Disease Serotypes 1 & 3, Live Virus Vaccine (USDA: 16L1.08)	VO_0001695		
Marek's Disease Serotypes 2 & 3, Live Virus Vaccine (USDA: 1651.02)	VO_0001698		
Marek's Disease Serotypes 2 & 3, Live Virus Vaccine (USDA: 1651.05)	VO_0001699		
Marek's Disease Serotypes 2 & 3, Live Virus Vaccine (USDA: 16G1.00)	VO_0001700		
Marek's Disease Serotypes 2 & 3, Live Virus Vaccine (USDA: 16L1.07)	VO_0001701		
Mycoplasma Gallisepticum Live Culture Vaccine (USDA: 1751.01)	VO_0001703		
Newcastle Disease B1 Type, B1 Strain, Live Virus Vaccine (USDA: 1711.12)	VO_0001705		
Newcastle Disease B1 Type, B1 Strain, Live Virus Vaccine (USDA: 1711.14)	VO_0001706		
Newcastle Disease B1 Type, B1 Strain, Live Virus Vaccine (USDA: 1711.18)	VO_0001707		
Newcastle Disease B1 Type, B1 Strain, Live Virus Vaccine (USDA: 17A2.10)	VO_0001708		
Newcastle Disease B1 Type, C2 Strain, Live VirusVaccine (USDA: 17B1.10)	VO_0001709		
Newcastle Disease B1 Type, LaSota Strain, Live Virus Vaccine (USDA: 1721.0A)	VO_0001710		
Newcastle Disease B1 Type, LaSota Strain, Live Virus Vaccine (USDA: 1721.11)	VO_0001712		
Newcastle Disease B1 Type, LaSota Strain, Live Virus Vaccine (USDA: 1721.15)	VO_0001713		
Newcastle Disease B1 Type, LaSota Strain, Live Virus Vaccine (USDA: 1721.16)	VO_0001714		
Newcastle Disease B1 Type, LaSota Strain, Live Virus Vaccine (USDA: 1721.17)	VO_0001715		
Newcastle Disease Killed Virus Vaccine (USDA: 1705.13)	VO_0001718		
Newcastle Disease Killed Virus Vaccine (USDA: 1705.15)	VO_0001719		
Newcastle Disease VG/GA Strain, Live Virus Vaccine (USDA: 1701.10)	VO_0001720		
Newcastle Disease VG/GA Strain, Live Virus Vaccine (USDA: 17A2.V1)	VO_0001721		
Pasteurella Multocida Avirulent Live Culture, Avian Isolate Vaccine (USDA: 1871.01)	VO_0001722		
Pasteurella Multocida Avirulent Live Culture, Avian Isolate Vaccine (USDA: 1871.04)	VO_0001725		
Pasteurella Multocida Avirulent Live Culture, Avian Isolate Vaccine (USDA: 1871.05)	VO_0001726		
Salmonella Typhimurium Live Culture Vaccine (USDA: 19C1.00)	VO_0001727		
Salmonella Typhimurium Live Culture Vaccine (USDA: 19C1.01)	VO_0001728		
Tenosynovitis Live Virus Vaccine (USDA: 1951.10)	VO_0001730		
Tenosynovitis Modified Live Virus Vaccine (USDA: 1951.02)	VO_0001732		
Tenosynovitis Modified Live Virus Vaccine (USDA: 1951.03)	VO_0001733		
Tenosynovitis Modified Live Virus Vaccine (USDA: 1951.04)	VO_0001734		
Tenosynovitis Modified Live Virus Vaccine (USDA: 1952.01)	VO_0001736		
Duck Virus Enteritis Modified Live Virus Vaccine (USDA: 1461.10)	VO_0001737		
Duck Virus Hepatitis Modified Live Virus Vaccine (USDA: 14B1.10)	VO_0001738		
Riemerella Anatipestifer Avirulent Live Culture Vaccine (USDA: 1811.00)	VO_0001739		
Flavobacterium Columnare Avirulent Live Culture Vaccine (USDA: 17F1.00)	VO_0001740		
Canine Coronavirus Killed Virus Vaccine (USDA: 14P5.21)	VO_0001744		
Canine Coronavirus Modified Live Virus Vaccine (USDA: 14P1.20)	VO_0001745		
Canine Influenza H3N8, Killed Virus Vaccine (USDA: 15K5.20)	VO_0001746		
Canine Parainfluenza Modified Live Virus Vaccine (USDA: 1421.21)	VO_0001747		
Distemper Live Canarypox Vector Vaccine (USDA: 1471.R0)	VO_0001748		
Distemper Modified Live Virus Vaccine (USDA: 1471.10)	VO_0001749		
Giardia Lamblia Killed Protozoa Vaccine (USDA: 18G5.00)	VO_0001750		
Neospora Caninum Killed Protozoa Vaccine (USDA: 1N11.00)	VO_0001751		
Parvovirus Killed Virus Vaccine (USDA: 18P5.21)	VO_0001753		
Parvovirus Modified Live Virus Vaccine (USDA: 18M1.25)	VO_0001758		
Parvovirus Modified Live Virus Vaccine (USDA: 18M1.29)	VO_0001759		
Rabies Killed Virus Vaccine (USDA: 1905.22)	VO_0001762		
Rabies Live Canarypox Vector Vaccine (USDA: 1901.R1)	VO_0001765		
Rabies Live Canarypox Vector Vaccine (USDA: 1901.R6)	VO_0001766		
Rabies Live Vaccinia Vector Vaccine (USDA: 1901.R0)	VO_0001767		
Equine Arteritis Modified Live Virus Vaccine (USDA: 1531.20)	VO_0001768		
Equine Influenza Killed Virus Vaccine (USDA: 1505.10)	VO_0001769		
Equine Influenza Killed Virus Vaccine (USDA: 1505.21)	VO_0001771		
Equine Influenza Killed Virus Vaccine (USDA: 1505.24)	VO_0001772		
Equine Influenza Killed Virus Vaccine (USDA: 1505.25)	VO_0001773		
Equine Influenza Modified Live Virus Vaccine (USDA: 1501.10)	VO_0001776		
Equine Rhinopneumonitis Killed Virus Vaccine (USDA: 1525.20)	VO_0001778		
Equine Rhinopneumonitis Killed Virus Vaccine (USDA: 1525.22)	VO_0001780		
Equine Rhinopneumonitis Killed Virus Vaccine (USDA: 1525.24)	VO_0001781		
Equine Rhinopneumonitis Modified Live Virus Vaccine (USDA: 1521.20)	VO_0001782		
Equine Rotavirus Killed Virus Vaccine (USDA: 1E15.20)	VO_0001783		
Streptococcus Equi Live Culture Vaccine (USDA: 1831.00)	VO_0001784		
Avian Polyomavirus Killed Virus Vaccine (USDA: 1A15.00)	VO_0001785		
Chlamydia Psittaci Killed Chlamydia Vaccine (USDA: 1585.20)	VO_0001786		
Chlamydia Psittaci Modified Live Chlamydia Vaccine (USDA: 1581.20)	VO_0001787		
Pacheco's Disease Killed Virus Vaccine (USDA: 18C5.00)	VO_0001788		
Erysipelothrix Rhusiopathiae Avirulent Live Culture Vaccine (USDA: 1541.02)	VO_0001791		
Erysipelothrix Rhusiopathiae Avirulent Live Culture Vaccine (USDA: 1541.03)	VO_0001792		
Erysipelothrix Rhusiopathiae Avirulent Live Culture Vaccine (USDA: 1541.04)	VO_0001793		
Haemophilus Parasuis Avirulent Live Culture Vaccine (USDA: 19J1.00)	VO_0001794		
Lawsonia Intracellularis Avirulent Live Culture Vaccine (USDA: 10L1.00)	VO_0001795		
Lawsonia Intracellularis Avirulent Live Culture Vaccine (USDA: 10L1.01)	VO_0001796		
Lawsonia Intracellularis Avirulent Live Culture Vaccine (USDA: 10L1.02)	VO_0001797		
Porcine Circovirus Type 2, Killed Virus Vaccine (USDA: 19K5.20)	VO_0001798		
Porcine Reproductive & Respiratory Syndrome Reproductive & Respiratory Form, Modified Live Virus Vaccine (USDA: 19T1.21)	VO_0001800		
Porcine Reproductive & Respiratory Syndrome Reproductive Form, Killed Virus Vaccine (USDA: 19S5.20)	VO_0001801		
Porcine Reproductive & Respiratory Syndrome Reproductive Form, Modified Live Virus Vaccine (USDA: 19Q1.20)	VO_0001802		
Porcine Reproductive & Respiratory Syndrome Respiratory Form, Modified Live Virus Vaccine (USDA: 19S1.21)	VO_0001804		
Porcine Rotavirus Modified Live Virus Vaccine (USDA: 19E1.20)	VO_0001805		
Pseudorabies Modified Live Virus Vaccine (USDA: 1891.22)	VO_0001807		
Pseudorabies Modified Live Virus Vaccine (USDA: 1891.R2)	VO_0001808		
Pseudorabies Modified Live Virus Vaccine (USDA: 1891.R4)	VO_0001809		
Swine Influenza pH1N1, Killed Virus Vaccine (USDA: 19A5.2P)	VO_0001810		
Transmissible Gastroenteritis Modified Live Virus Vaccine (USDA: 1961.20)	VO_0001811		
West Nile Virus Killed Virus Vaccine (USDA: 1995.22)	VO_0001813		
West Nile Virus Live Canarypox Vector Vaccine (USDA: 1991.R0)	VO_0001814		
West Nile Virus Live Flavivirus Chimera Vaccine (USDA: 1991.R1)	VO_0001815		
Bluetongue Modified Live Virus Vaccine (USDA: 1061.00)	VO_0001816		
Afluria Quadrivalent	VO_0001817		Afluria Quadrivalent
Arthrobacter  Live Culture  Vaccine (USDA: 1K11.00)	VO_0001819		
Escherichia coli avirulent live culture vaccine (USDA: 1551.02)	VO_0001821		
Escherichia coli avirulent live culture vaccine (USDA: 15R1.00)	VO_0001822		
Escherichia coli live culture vaccine (USDA: 1551.R0)	VO_0001823		
Swine Influenza H1N1 & H3N2, Killed Virus Vaccine (USDA: 19A5.12)	VO_0001826		
Swine Influenza H1N1 & H3N2, Killed Virus Vaccine (USDA: 19A5.23)	VO_0001828		
Swine Influenza H1N1 & H3N2, Killed Virus Vaccine (USDA: 19A5.26)	VO_0001830		
Swine Influenza H1N1 & H3N2, Killed Virus Vaccine (USDA: 19A5.29)	VO_0001831		
Mink Distemper-Enteritis Modified Live & Killed Virus Vaccine (USDA: 1679.31)	VO_0001832		
Mink Distemper-Enteritis Modified Live & Killed Virus Vaccine-Clostridium Botulinum Type C Bacterin-Toxoid (USDA: 4929.31)	VO_0001833		
Mink Distemper-Enteritis Modified Live & Killed Virus Vaccine-Clostridium botulinum Type C-Pseudomonas aeruginosa Bacterin-Toxoid (USDA: 4949.20)	VO_0001834		
